DrugBank IDs,Drug Name,Gene Name(Symbol),Gene Detailed Name,GeneBank Gene ID,UniprotID
DB01996,3-Methylpyridine,MMP3,Stromelysin-1,X05232,P08254
DB02090,A Disubstituted Succinyl Caprolactam Hydroxymate Mmp3inhibitor,MMP3,Stromelysin-1,X05232,P08254
DB02350,"N-Hydroxy-4-[(4-Methoxylphenyl)Sulfonyl]-2,2-Dimethyl-Hexahydro-1,4-Thiazepine-3(S)-Carboxamide",MMP3,Stromelysin-1,X05232,P08254
DB02367,(1n)-4-N-Butoxyphenylsulfonyl-(2r)-N-Hydroxycarboxamido-(4s)-Methanesulfonylamino-Pyrrolidine,MMP3,Stromelysin-1,X05232,P08254
DB02449,3-(1h-Indol-3-Yl)-2-[4-(4-Phenyl-Piperidin-1-Yl)-Benzenesulfonylamino]-Propionic Acid,MMP3,Stromelysin-1,X05232,P08254
DB02697,Hydroxyaminovaline,MMP3,Stromelysin-1,X05232,P08254
DB03033,1-Methyloxy-4-Sulfone-Benzene,MMP3,Stromelysin-1,X05232,P08254
DB03368,"5-Methyl-5-(4-Phenoxy-Phenyl)-Pyrimidine-2,4,6-Trione",MMP3,Stromelysin-1,X05232,P08254
DB04140,1-Benzyl-3-(4-Methoxy-Benzenesulfonyl)-6-Oxo-Hexahydro-Pyrimidine-4-Carboxylic Acid Hydroxyamide,MMP3,Stromelysin-1,X05232,P08254
DB04232,N-Hydroxy-1-(4-Methoxyphenyl)Sulfonyl-4-Benzyloxycarbonyl-Piperazine-2-Carboxamide,MMP3,Stromelysin-1,X05232,P08254
DB04416,"R-2-{[4'-Methoxy-(1,1'-Biphenyl)-4-Yl]-Sulfonyl}-Amino-6-Methoxy-Hex-4-Ynoic Acid",MMP3,Stromelysin-1,X05232,P08254
DB07390,"2-[3-(5-MERCAPTO-[1,3,4]THIADIAZOL-2-YL)-UREIDO]-N-METHYL-3-PHENYL-PROPIONAMIDE",MMP3,Stromelysin-1,X05232,P08254
DB07986,[4-(4-PHENYL-PIPERIDIN-1-YL)-BENZENESULFONYLAMINO]-ACETIC ACID,MMP3,Stromelysin-1,X05232,P08254
DB07987,"[2-(5-MERCAPTO-[1,3,4]THIADIAZOL-2-YLCARBAMOYL)-1-PHENYL-ETHYL]-CARBAMIC ACID BENZYL ESTER",MMP3,Stromelysin-1,X05232,P08254
DB07988,"2-[3-(5-MERCAPTO-[1,3,4]THIADIAZOL-2YL)-UREIDO]-N-METHYL-3-PENTAFLUOROPHENYL-PROPIONAMIDE",MMP3,Stromelysin-1,X05232,P08254
DB08029,N~2~-(biphenyl-4-ylsulfonyl)-N-hydroxy-N~2~-(2-hydroxyethyl)glycinamide,MMP3,Stromelysin-1,X05232,P08254
DB08030,3-[(4'-cyanobiphenyl-4-yl)oxy]-N-hydroxypropanamide,MMP3,Stromelysin-1,X05232,P08254
DB08271,N-ISOBUTYL-N-[4-METHOXYPHENYLSULFONYL]GLYCYL HYDROXAMIC ACID,MMP3,Stromelysin-1,X05232,P08254
DB08507,N-[[2-METHYL-4-HYDROXYCARBAMOYL]BUT-4-YL-N]-BENZYL-P-[PHENYL]-P-[METHYL]PHOSPHINAMID,MMP3,Stromelysin-1,X05232,P08254
DB08643,2-(2-{2-[(BIPHENYL-4-YLMETHYL)-AMINO]-3-MERCAPTO-PENTANOYLAMINO}-ACETYLAMINO)-3-METHYL-BUTYRIC ACID METHYL ESTER,MMP3,Stromelysin-1,X05232,P08254
DB00143,Glutathione,LTC4S,Leukotriene C4 synthase,U09353,Q16873
DB00615,Rifabutin,HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB00716,Nedocromil,HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB02359,"9-Butyl-8-(2,5-Dimethoxy-Benzyl)-9h-Purin-6-Ylamine",HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB02424,Geldanamycin,HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB02550,"8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-2-Fluoro-9-Pent-4-Ylnyl-9h-Purin-6-Ylamine",HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB02754,"9-Butyl-8-(3,4,5-Trimethoxybenzyl)-9h-Purin-6-Amine",HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB02840,"4-(1,3-Benzodioxol-5-Yl)-5-(5-Ethyl-2,4-Dihydroxyphenyl)-2h-Pyrazole-3-Carboxylic Acid",HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB03080,17-Dmag,HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB03093,"8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9h-Purin-6-Ylamine",HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB03137,"8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9-Pent-9h-Purin-6-Ylamine",HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB03504,"9-Butyl-8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-9h-Purin-6-Ylamine",HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB03749,"4-(1h-Imidazol-4-Yl)-3-(5-Ethyl-2,4-Dihydroxy-Phenyl)-1h-Pyrazole",HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB03809,9-Butyl-8-(3-Methoxybenzyl)-9h-Purin-6-Amine,HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB03899,9-Butyl-8-(4-Methoxybenzyl)-9h-Purin-6-Amine,HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB04054,"9-Butyl-8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9h-Purin-6-Ylamine",HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB04254,"8-Benzo[1,3]Dioxol-,5-Ylmethyl-9-Butyl-2-Fluoro-9h-Purin-6-Ylamine",HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB04505,"8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-9-Pent-4-Ylnyl-9h-Purin-6-Ylamine",HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB04588,"N-[4-(AMINOSULFONYL)BENZYL]-5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-1H-PYRAZOLE-4-CARBOXAMIDE",HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB05134,NULL,HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB06070,NULL,HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB06956,"N-(4-ACETYLPHENYL)-5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-1H-PYRAZOLE-4-CARBOXAMIDE",HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB06957,"4-CHLORO-6-(4-{4-[4-(METHYLSULFONYL)BENZYL]PIPERAZIN-1-YL}-1H-PYRAZOL-5-YL)BENZENE-1,3-DIOL",HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB06958,"5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-PIPERAZIN-1-YL-1H-PYRAZOLE-3-CARBOXAMIDE",HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB06961,"5-(5-chloro-2,4-dihydroxyphenyl)-N-ethyl-4-[4-(morpholin-4-ylmethyl)phenyl]isoxazole-3-carboxamide",HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB06964,"5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-(4-METHOXYPHENYL)ISOXAZOLE-3-CARBOXAMIDE",HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB06969,"2-amino-4-[2,4-dichloro-5-(2-pyrrolidin-1-ylethoxy)phenyl]-N-ethylthieno[2,3-d]pyrimidine-6-carboxamide",HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB07100,"4-CHLORO-6-(4-PIPERAZIN-1-YL-1H-PYRAZOL-5-YL)BENZENE-1,3-DIOL",HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB07317,(3E)-3-[(phenylamino)methylidene]dihydrofuran-2(3H)-one,HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB07319,"6-(3-BROMO-2-NAPHTHYL)-1,3,5-TRIAZINE-2,4-DIAMINE",HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB07324,"3-({2-[(2-AMINO-6-METHYLPYRIMIDIN-4-YL)ETHYNYL]BENZYL}AMINO)-1,3-OXAZOL-2(3H)-ONE",HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB07325,N-[(2-AMINO-6-METHYLPYRIMIDIN-4-YL)METHYL]-3-{[(E)-(2-OXODIHYDROFURAN-3(2H)-YLIDENE)METHYL]AMINO}BENZENESULFONAMIDE,HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB07495,"5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-(4-METHOXYPHENYL)-1H-PYRAZOLE-3-CARBOXAMIDE",HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB07502,"4-bromo-6-(6-hydroxy-1,2-benzisoxazol-3-yl)benzene-1,3-diol",HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB07594,"4-[4-(2,3-DIHYDRO-1,4-BENZODIOXIN-6-YL)-3-METHYL-1H-PYRAZOL-5-YL]-6-ETHYLBENZENE-1,3-DIOL",HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB07601,"4-chloro-6-{5-[(2-morpholin-4-ylethyl)amino]-1,2-benzisoxazol-3-yl}benzene-1,3-diol",HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB07877,"8-(6-BROMO-BENZO[1,3]DIOXOL-5-YLSULFANYL)-9-(3-ISOPROPYLAMINO-PROPYL)-ADENINE",HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB08194,"4-methyl-7,8-dihydro-5H-thiopyrano[4,3-d]pyrimidin-2-amine",HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB08197,"(5E,7S)-2-amino-7-(4-fluoro-2-pyridin-3-ylphenyl)-4-methyl-7,8-dihydroquinazolin-5(6H)-one oxime",HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB08436,"8-BENZO[1,3]DIOXOL-,5-YLMETHYL-9-BUTYL-9H-",HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB08442,"4-{[(2R)-2-(2-methylphenyl)pyrrolidin-1-yl]carbonyl}benzene-1,3-diol",HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB08443,"2-(1H-pyrrol-1-ylcarbonyl)benzene-1,3,5-triol",HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB08557,"2-[(2-methoxyethyl)amino]-4-(4-oxo-1,2,3,4-tetrahydro-9H-carbazol-9-yl)benzamide",HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB08786,4-(2-methoxyethoxy)-6-methylpyrimidin-2-amine,HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB08787,"4-(2,4-dichlorophenyl)-5-phenyldiazenyl-pyrimidin-2-amine",HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB08788,"3,6-DIAMINO-5-CYANO-4-(4-ETHOXYPHENYL)THIENO[2,3-B]PYRIDINE-2-CARBOXAMIDE",HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB08789,"2-AMINO-4-(2,4-DICHLOROPHENYL)-N-ETHYLTHIENO[2,3-D]PYRIMIDINE-6-CARBOXAMIDE",HSP90AA1,Heat shock protein HSP 90-alpha,X15183,P07900
DB02264,O2-Sulfo-Glucuronic Acid,HGF,Hepatocyte growth factor,M29145,P14210
DB03959,"N,O6-Disulfo-Glucosamine",HGF,Hepatocyte growth factor,M29145,P14210
DB05030,NULL,HGF,Hepatocyte growth factor,M29145,P14210
DB05434,ABT-510,HGF,Hepatocyte growth factor,M29145,P14210
DB00825,Menthol,TRPA1,Transient receptor potential cation channel subfamily A member 1,Y10601,O75762
DB00619,Imatinib,DDR1,Epithelial discoidin domain-containing receptor 1,L20817,Q08345
DB08813,NULL,FOS,Proto-oncogene c-Fos,V01512,P01100
DB00173,Adenine,MTAP,S-methyl-5'-thioadenosine phosphorylase,U22233,Q13126
DB02158,"(1s)-1-(9-Deazaadenin-9-Yl)-1,4,5-Trideoxy-1,4-Imino-5-Methylthio-D-Ribitol",MTAP,S-methyl-5'-thioadenosine phosphorylase,U22233,Q13126
DB02281,Formycin,MTAP,S-methyl-5'-thioadenosine phosphorylase,U22233,Q13126
DB02282,5'-Deoxy-5'-Methylthioadenosine,MTAP,S-methyl-5'-thioadenosine phosphorylase,U22233,Q13126
DB02933,5'-Deoxy-5'-(Methylthio)-Tubercidin,MTAP,S-methyl-5'-thioadenosine phosphorylase,U22233,Q13126
DB00138,L-Cystine,SLC3A1,Neutral and basic amino acid transport protein rBAT,M95548,Q07837
DB00204,Dofetilide,KCNJ12,ATP-sensitive inward rectifier potassium channel 12,L36069,Q14500
DB00144,Phosphatidylserine,PRKCA,Protein kinase C alpha type,X52479,P17252
DB00163,Vitamin E,PRKCA,Protein kinase C alpha type,X52479,P17252
DB05013,Ingenol Mebutate,PRKCA,Protein kinase C alpha type,X52479,P17252
DB08846,Ellagic Acid,PRKCA,Protein kinase C alpha type,X52479,P17252
DB00277,Theophylline,PDE4A,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",L20965,P27815
DB00651,Dyphylline,PDE4A,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",L20965,P27815
DB00806,Pentoxifylline,PDE4A,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",L20965,P27815
DB00824,Enprofylline,PDE4A,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",L20965,P27815
DB00920,Ketotifen,PDE4A,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",L20965,P27815
DB00975,Dipyridamole,PDE4A,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",L20965,P27815
DB01088,Iloprost,PDE4A,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",L20965,P27815
DB01303,Oxtriphylline,PDE4A,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",L20965,P27815
DB01656,Roflumilast,PDE4A,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",L20965,P27815
DB01791,Piclamilast,PDE4A,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",L20965,P27815
DB05219,AN2728,PDE4A,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",L20965,P27815
DB05266,Ibudilast,PDE4A,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",L20965,P27815
DB05876,NULL,PDE4A,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",L20965,P27815
DB06751,Drotaverine,PDE4A,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",L20965,P27815
DB06842,(4R)-4-(3-butoxy-4-methoxybenzyl)imidazolidin-2-one,PDE4A,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",L20965,P27815
DB08299,"4-[8-(3-nitrophenyl)-1,7-naphthyridin-6-yl]benzoic acid",PDE4A,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",L20965,P27815
DB08811,Tofisopam,PDE4A,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",L20965,P27815
DB00143,Glutathione,GPX4,"Phospholipid hydroperoxide glutathione peroxidase, mitochondrial",X71973,P36969
DB03507,"6-[3-(4-Morpholinyl)Propyl]-2-(3-Nitrophenyl)-5-Thioxo-5,6,-Dihydro-7h-Thienol[2',3':4,5]Pyrrolo[1,2-C]Imidazol-7-One",TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,X55313,P19438
DB07227,4-[(5-{[4-(3-CHLOROPHENYL)-3-OXOPIPERAZIN-1-YL]METHYL}-1H-IMIDAZOL-1-YL)METHYL]BENZONITRILE,PGGT1B,Geranylgeranyl transferase type-1 subunit beta,L25441,P53609
DB07841,GERANYLGERANYL DIPHOSPHATE,PGGT1B,Geranylgeranyl transferase type-1 subunit beta,L25441,P53609
DB08180,2-[METHYL-(5-GERANYL-4-METHYL-PENT-3-ENYL)-AMINO]-ETHYL-DIPHOSPHATE,PGGT1B,Geranylgeranyl transferase type-1 subunit beta,L25441,P53609
DB00243,Ranolazine,SCN9A,Sodium channel protein type 9 subunit alpha,X82835,Q15858
DB00281,Lidocaine,SCN9A,Sodium channel protein type 9 subunit alpha,X82835,Q15858
DB00909,Zonisamide,SCN9A,Sodium channel protein type 9 subunit alpha,X82835,Q15858
DB06201,Rufinamide,SCN9A,Sodium channel protein type 9 subunit alpha,X82835,Q15858
DB06218,Lacosamide,SCN9A,Sodium channel protein type 9 subunit alpha,X82835,Q15858
DB01752,S-Adenosyl-L-Homocysteine,PCMT1,Protein-L-isoaspartate(D-aspartate) O-methyltransferase,M93008,P22061
DB00151,L-Cysteine,MGMT,Methylated-DNA--protein-cysteine methyltransferase,X54228,P16455
DB02216,S-Methylcysteine,MGMT,Methylated-DNA--protein-cysteine methyltransferase,X54228,P16455
DB04531,Benzylcysteine,MGMT,Methylated-DNA--protein-cysteine methyltransferase,X54228,P16455
DB01597,Cilastatin,DPEP1,Dipeptidase 1,D13137,P16444
DB03639,1-Guanidinium-7-Aminoheptane,DHPS,Deoxyhypusine synthase,L39068,P49366
DB06822,NULL,CXCL12,Stromal cell-derived factor 1,U16752,P48061
DB01050,Ibuprofen,THBD,Thrombomodulin,X05495,P07204
DB01356,Lithium,IMPA1,Inositol monophosphatase 1,X66922,P29218
DB03542,L-Myo-Inositol-1-Phosphate,IMPA1,Inositol monophosphatase 1,X66922,P29218
DB02813,"2-Acetamido-2-Deoxy-D-Glucono-1,5-Lactone",HEXB,Beta-hexosaminidase subunit beta,M13519,P07686
DB03747,"3ar,5r,6s,7r,7ar-5-Hydroxymethyl-2-Methyl-5,6,7,7a-Tetrahydro-3ah-Pyrano[3,2-D]Thiazole-6,7-Diol",HEXB,Beta-hexosaminidase subunit beta,M13519,P07686
DB03861,"(2r,3r,4s,5r)-2-Acetamido-3,4-Dihydroxy-5-Hydroxymethyl-Piperidinium",HEXB,Beta-hexosaminidase subunit beta,M13519,P07686
DB00244,Mesalazine,IKBKB,Inhibitor of nuclear factor kappa-B kinase subunit beta,AF029684,O14920
DB00795,Sulfasalazine,IKBKB,Inhibitor of nuclear factor kappa-B kinase subunit beta,AF029684,O14920
DB00945,Acetylsalicylic acid,IKBKB,Inhibitor of nuclear factor kappa-B kinase subunit beta,AF029684,O14920
DB00995,Auranofin,IKBKB,Inhibitor of nuclear factor kappa-B kinase subunit beta,AF029684,O14920
DB01169,Arsenic trioxide,IKBKB,Inhibitor of nuclear factor kappa-B kinase subunit beta,AF029684,O14920
DB05183,NULL,IKBKB,Inhibitor of nuclear factor kappa-B kinase subunit beta,AF029684,O14920
DB06151,Acetylcysteine,IKBKB,Inhibitor of nuclear factor kappa-B kinase subunit beta,AF029684,O14920
DB00775,Tirofiban,ITGB3,Integrin beta-3,J02703,P05106
DB04863,Lefradafiban,ITGB3,Integrin beta-3,J02703,P05106
DB02628,"1-[3,3-Dimethyl-2-(2-Methylamino-Propionylamino)-Butyryl]-Pyrrolidine-2-Carboxylic Acid(1,2,3,4-Tetrahydro-Naphthalen-1-Yl)-Amide",XIAP,E3 ubiquitin-protein ligase XIAP,U45880,P98170
DB04612,"N-METHYLALANYL-3-METHYLVALYL-4-PHENOXY-N-(1,2,3,4-TETRAHYDRONAPHTHALEN-1-YL)PROLINAMIDE",XIAP,E3 ubiquitin-protein ligase XIAP,U45880,P98170
DB00183,Pentagastrin,CCKBR,Gastrin/cholecystokinin type B receptor,L08112,P32239
DB01109,Heparin,SELP,P-selectin,M60234,P16109
DB03721,O-Sialic Acid,SELP,P-selectin,M60234,P16109
DB06779,NULL,SELP,P-selectin,M60234,P16109
DB08813,NULL,SELP,P-selectin,M60234,P16109
DB04327,Phosphatidylethanolamine,PROCR,Endothelial protein C receptor,L35545,Q9UNN8
DB01017,Minocycline,CASP3,Caspase-3,U13737,P42574
DB03124,5-[4-(1-Carboxymethyl-2-Oxo-Propylcarbamoyl)-Benzylsulfamoyl]-2-Hydroxy-Benzoic Acid,CASP3,Caspase-3,U13737,P42574
DB05408,NULL,CASP3,Caspase-3,U13737,P42574
DB06862,2-HYDROXY-5-(2-MERCAPTO-ETHYLSULFAMOYL)-BENZOIC ACID,CASP3,Caspase-3,U13737,P42574
DB07696,methyl (3S)-3-[(tert-butoxycarbonyl)amino]-4-oxopentanoate,CASP3,Caspase-3,U13737,P42574
DB08213,"1-METHYL-5-(2-PHENOXYMETHYL-PYRROLIDINE-1-SULFONYL)-1H-INDOLE-2,3-DIONE",CASP3,Caspase-3,U13737,P42574
DB08229,[N-(3-DIBENZYLCARBAMOYL-OXIRANECARBONYL)-HYDRAZINO]-ACETIC ACID,CASP3,Caspase-3,U13737,P42574
DB08251,4-[5-(2-CARBOXY-1-FORMYL-ETHYLCARBAMOYL)-PYRIDIN-3-YL]-BENZOIC ACID,CASP3,Caspase-3,U13737,P42574
DB08497,"(1S)-2-oxo-1-phenyl-2-[(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-5-yl)amino]ethyl acetate",CASP3,Caspase-3,U13737,P42574
DB08498,"(1S)-1-(3-chlorophenyl)-2-oxo-2-[(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-5-yl)amino]ethyl acetate",CASP3,Caspase-3,U13737,P42574
DB08499,"N-[3-(2-fluoroethoxy)phenyl]-N'-(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-6-yl)butanediamide",CASP3,Caspase-3,U13737,P42574
DB03963,S-(Dimethylarsenic)Cysteine,TLR2,Toll-like receptor 2,AF051152,O60603
DB05475,SCV-07,TLR2,Toll-like receptor 2,AF051152,O60603
DB00615,Rifabutin,HSP90B1,Endoplasmin,M33716,P14625
DB02103,2-Chlorodideoxyadenosine,HSP90B1,Endoplasmin,M33716,P14625
DB02935,1-Methoxy-2-(2-Methoxyethoxy)Ethane,HSP90B1,Endoplasmin,M33716,P14625
DB03719,N-Ethyl-5'-Carboxamido Adenosine,HSP90B1,Endoplasmin,M33716,P14625
DB03758,Radicicol,HSP90B1,Endoplasmin,M33716,P14625
DB08464,"METHYL 3-CHLORO-2-{3-[(2,5-DIHYDROXY-4-METHOXYPHENYL)AMINO]-3-OXOPROPYL}-4,6-DIHYDROXYBENZOATE",HSP90B1,Endoplasmin,M33716,P14625
DB08465,"2-(3-AMINO-2,5,6-TRIMETHOXYPHENYL)ETHYL 5-CHLORO-2,4-DIHYDROXYBENZOATE",HSP90B1,Endoplasmin,M33716,P14625
DB00143,Glutathione,HPGDS,Hematopoietic prostaglandin D synthase,D82073,O60760
DB01897,2-(2f-Benzothiazolyl)-5-Styryl-3-(4f-Phthalhydrazidyl)Tetrazolium Chloride,HPGDS,Hematopoietic prostaglandin D synthase,D82073,O60760
DB04077,Glycerol,HPGDS,Hematopoietic prostaglandin D synthase,D82073,O60760
DB07613,3-phenyl-5-(1H-pyrazol-3-yl)isoxazole,HPGDS,Hematopoietic prostaglandin D synthase,D82073,O60760
DB07614,"PHENYL-5-(1H-PYRAZOL-3-YL)-1,3-THIAZOLE",HPGDS,Hematopoietic prostaglandin D synthase,D82073,O60760
DB07615,"2-{[(2E)-3-(3,4-dimethoxyphenyl)prop-2-enoyl]amino}benzoic acid",HPGDS,Hematopoietic prostaglandin D synthase,D82073,O60760
DB07616,"4-{[4-(4-fluoro-3-methylphenyl)-1,3-thiazol-2-yl]amino}-2-hydroxybenzoic acid",HPGDS,Hematopoietic prostaglandin D synthase,D82073,O60760
DB07917,4-(BENZHYDRYLOXY)-1-[3-(1H-TETRAAZOL-5-YL)PROPYL]PIPERIDINE,HPGDS,Hematopoietic prostaglandin D synthase,D82073,O60760
DB08313,nocodazole,HPGDS,Hematopoietic prostaglandin D synthase,D82073,O60760
DB08695,3-(4-nitrophenyl)-1H-pyrazole,HPGDS,Hematopoietic prostaglandin D synthase,D82073,O60760
DB08790,1-PHENYL-1H-PYRAZOLE-4-CARBOXYLIC ACID,HPGDS,Hematopoietic prostaglandin D synthase,D82073,O60760
DB00171,Adenosine triphosphate,ABCG1,ATP-binding cassette sub-family G member 1,X91249,P45844
DB01196,Estramustine,MAP1A,Microtubule-associated protein 1A,U38291,P78559
DB00608,Chloroquine,TLR9,Toll-like receptor 9,AF259262,Q9NR96
DB01611,Hydroxychloroquine,TLR9,Toll-like receptor 9,AF259262,Q9NR96
DB05463,NULL,TLR9,Toll-like receptor 9,AF259262,Q9NR96
DB05475,SCV-07,TLR9,Toll-like receptor 9,AF259262,Q9NR96
DB07812,"N-[(1S)-2-amino-1-phenylethyl]-5-(1H-pyrrolo[2,3-b]pyridin-4-yl)thiophene-2-carboxamide",AKT2,RAC-beta serine/threonine-protein kinase,M77198,P31751
DB07859,4-(4-CHLOROPHENYL)-4-[4-(1H-PYRAZOL-4-YL)PHENYL]PIPERIDINE,AKT2,RAC-beta serine/threonine-protein kinase,M77198,P31751
DB07947,ISOQUINOLINE-5-SULFONIC ACID (2-(2-(4-CHLOROBENZYLOXY)ETHYLAMINO)ETHYL)AMIDE,AKT2,RAC-beta serine/threonine-protein kinase,M77198,P31751
DB08073,(2S)-1-(1H-INDOL-3-YL)-3-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE,AKT2,RAC-beta serine/threonine-protein kinase,M77198,P31751
DB04009,Dimethyl Propionate Ester Heme,CYB5A,Cytochrome b5,M22865,P00167
DB01966,Di-Stearoyl-3-Sn-Phosphatidylethanolamine,PSAP,Proactivator polypeptide,D00422,P07602
DB00284,Acarbose,SI,"Sucrase-isomaltase, intestinal",X63597,P14410
DB00747,Scopolamine,SI,"Sucrase-isomaltase, intestinal",X63597,P14410
DB00768,Olopatadine,S100B,Protein S100-B,M59488,P04271
DB01373,Calcium,S100B,Protein S100-B,M59488,P04271
DB04464,N-Formylmethionine,S100B,Protein S100-B,M59488,P04271
DB05343,ONO-2506,S100B,Protein S100-B,M59488,P04271
DB06941,(Z)-2-[2-(4-methylpiperazin-1-yl)benzyl]diazenecarbothioamide,S100B,Protein S100-B,M59488,P04271
DB07004,2-[(5-hex-1-yn-1-ylfuran-2-yl)carbonyl]-N-methylhydrazinecarbothioamide,S100B,Protein S100-B,M59488,P04271
DB07207,2-(4-HYDROXY-5-PHENYL-1H-PYRAZOL-3-YL)-1H-BENZOIMIDAZOLE-5-CARBOXAMIDINE,F3,Tissue factor,M16553,P13726
DB07247,"[2'-HYDROXY-3'-(1H-PYRROLO[3,2-C]PYRIDIN-2-YL)-BIPHENYL-3-YLMETHYL]-UREA",F3,Tissue factor,M16553,P13726
DB08232,"{5-(5-AMINO-1H-PYRROLO[3,2-B]PYRIDIN-2-YL)-6-HYDROXY-3'-NITRO-BIPHENYL-3-YL]-ACETIC ACID",F3,Tissue factor,M16553,P13726
DB03088,Pyroglutamic Acid,ANG,Angiogenin,M11567,P03950
DB04272,Citric Acid,ANG,Angiogenin,M11567,P03950
DB00786,Marimastat,MMP8,Neutrophil collagenase,J05556,P22894
DB02326,1-Hydroxyamine-2-Isobutylmalonic Acid,MMP8,Neutrophil collagenase,J05556,P22894
DB02953,2-Thiomethyl-3-Phenylpropanoic Acid,MMP8,Neutrophil collagenase,J05556,P22894
